user_id,product_id,event_type,timestamp,weight
1474,254,view,2026-04-02 17:40:53.126500,1
512,374,purchase,2026-04-19 17:40:53.126539,10
1760,225,view,2026-04-22 17:40:53.126547,1
1788,134,view,2026-03-30 17:40:53.126550,1
371,285,click,2026-04-14 17:40:53.126553,2
1206,188,click,2026-04-15 17:40:53.126555,2
162,104,view,2026-04-15 17:40:53.126557,1
762,455,view,2026-04-18 17:40:53.126559,1
1412,262,view,2026-03-30 17:40:53.126560,1
1302,90,view,2026-04-19 17:40:53.126562,1
1229,324,view,2026-04-01 17:40:53.126564,1
552,400,click,2026-03-30 17:40:53.126565,2
734,368,add_to_cart,2026-03-25 17:40:53.126567,5
190,282,view,2026-04-05 17:40:53.126569,1
1422,252,view,2026-04-20 17:40:53.126570,1
994,381,view,2026-04-04 17:40:53.126572,1
1401,337,add_to_cart,2026-04-09 17:40:53.126574,5
488,278,view,2026-04-21 17:40:53.126576,1
640,316,view,2026-04-22 17:40:53.126578,1
655,72,add_to_cart,2026-04-20 17:40:53.126579,5
43,7,add_to_cart,2026-04-16 17:40:53.126581,5
666,468,view,2026-04-15 17:40:53.126582,1
1594,470,add_to_cart,2026-04-06 17:40:53.126584,5
1796,389,click,2026-04-03 17:40:53.126586,2
1016,182,view,2026-04-22 17:40:53.126587,1
893,66,view,2026-04-05 17:40:53.126589,1
53,174,view,2026-04-16 17:40:53.126591,1
1757,343,view,2026-03-31 17:40:53.126592,1
27,163,view,2026-04-02 17:40:53.126594,1
1888,392,view,2026-03-31 17:40:53.126596,1
970,325,click,2026-04-05 17:40:53.126597,2
668,301,view,2026-04-09 17:40:53.126599,1
1846,468,view,2026-04-15 17:40:53.126600,1
41,446,view,2026-04-08 17:40:53.126602,1
1137,338,click,2026-04-04 17:40:53.126604,2
1075,90,view,2026-04-14 17:40:53.126605,1
429,472,view,2026-03-28 17:40:53.126607,1
836,99,add_to_cart,2026-03-26 17:40:53.126609,5
1287,183,view,2026-04-22 17:40:53.126610,1
1438,414,click,2026-03-29 17:40:53.126612,2
2,91,add_to_cart,2026-03-28 17:40:53.126613,5
1872,307,view,2026-04-17 17:40:53.126615,1
311,230,view,2026-03-31 17:40:53.126617,1
460,298,view,2026-04-09 17:40:53.126618,1
516,478,click,2026-04-12 17:40:53.126620,2
64,401,purchase,2026-04-14 17:40:53.126621,10
228,141,view,2026-04-18 17:40:53.126623,1
1967,24,view,2026-04-16 17:40:53.126624,1
622,479,view,2026-03-23 17:40:53.126626,1
214,280,purchase,2026-03-29 17:40:53.126628,10
201,76,click,2026-04-12 17:40:53.126629,2
1422,300,add_to_cart,2026-04-19 17:40:53.126631,5
1708,20,view,2026-04-20 17:40:53.126632,1
507,84,view,2026-04-10 17:40:53.126634,1
38,301,purchase,2026-04-19 17:40:53.126636,10
437,202,view,2026-04-11 17:40:53.126637,1
99,159,click,2026-03-26 17:40:53.126639,2
191,316,view,2026-04-11 17:40:53.126641,1
842,437,view,2026-04-03 17:40:53.126642,1
449,327,add_to_cart,2026-04-14 17:40:53.126644,5
1012,232,click,2026-03-28 17:40:53.126645,2
500,317,view,2026-04-21 17:40:53.126647,1
1878,332,add_to_cart,2026-03-30 17:40:53.126648,5
1812,380,view,2026-04-08 17:40:53.126650,1
1107,149,view,2026-04-05 17:40:53.126652,1
692,52,view,2026-04-19 17:40:53.126655,1
740,327,view,2026-03-24 17:40:53.126656,1
797,56,view,2026-04-10 17:40:53.126658,1
1440,232,click,2026-04-20 17:40:53.126660,2
887,102,click,2026-04-05 17:40:53.126661,2
1712,160,purchase,2026-04-13 17:40:53.126663,10
1884,239,view,2026-03-27 17:40:53.126664,1
658,448,view,2026-04-02 17:40:53.126666,1
1097,327,view,2026-04-03 17:40:53.126668,1
175,76,click,2026-03-25 17:40:53.126669,2
383,442,view,2026-03-26 17:40:53.126671,1
801,247,click,2026-04-11 17:40:53.126672,2
395,90,view,2026-04-04 17:40:53.126677,1
1755,254,click,2026-04-16 17:40:53.126679,2
297,87,view,2026-03-31 17:40:53.126680,1
893,179,view,2026-04-20 17:40:53.126682,1
1190,400,click,2026-04-21 17:40:53.126683,2
1371,317,view,2026-04-01 17:40:53.126685,1
747,244,view,2026-04-15 17:40:53.126686,1
1739,99,add_to_cart,2026-03-29 17:40:53.126688,5
1108,134,view,2026-04-13 17:40:53.126689,1
857,484,view,2026-04-20 17:40:53.126691,1
125,166,view,2026-03-26 17:40:53.126693,1
914,291,view,2026-04-15 17:40:53.126694,1
1628,247,add_to_cart,2026-03-26 17:40:53.126696,5
1208,9,add_to_cart,2026-04-19 17:40:53.126698,5
1652,477,view,2026-04-10 17:40:53.126699,1
978,39,click,2026-04-14 17:40:53.126701,2
218,317,view,2026-04-08 17:40:53.126703,1
28,403,view,2026-04-02 17:40:53.126705,1
600,358,view,2026-03-27 17:40:53.126706,1
1384,402,view,2026-04-11 17:40:53.126708,1
1564,352,view,2026-04-17 17:40:53.126710,1
587,222,click,2026-04-11 17:40:53.126711,2
982,449,add_to_cart,2026-04-11 17:40:53.126713,5
821,456,view,2026-04-16 17:40:53.126714,1
792,220,add_to_cart,2026-04-01 17:40:53.126716,5
451,244,click,2026-04-14 17:40:53.126717,2
256,244,click,2026-03-31 17:40:53.126719,2
371,134,view,2026-03-24 17:40:53.126720,1
97,52,click,2026-04-01 17:40:53.126722,2
377,123,view,2026-04-02 17:40:53.126724,1
17,427,view,2026-04-20 17:40:53.126725,1
1234,265,view,2026-04-03 17:40:53.126727,1
624,431,view,2026-04-02 17:40:53.126729,1
1946,355,click,2026-04-17 17:40:53.126731,2
369,169,click,2026-04-05 17:40:53.126732,2
676,82,view,2026-03-30 17:40:53.126734,1
697,276,click,2026-04-15 17:40:53.126736,2
15,470,add_to_cart,2026-04-17 17:40:53.126737,5
1669,426,view,2026-04-08 17:40:53.126739,1
53,374,view,2026-04-10 17:40:53.126740,1
1877,374,view,2026-04-14 17:40:53.126742,1
1789,254,view,2026-03-24 17:40:53.126743,1
1051,74,click,2026-04-02 17:40:53.126745,2
1068,137,view,2026-03-31 17:40:53.126746,1
1290,279,click,2026-04-05 17:40:53.126748,2
754,154,view,2026-04-15 17:40:53.126750,1
1276,385,click,2026-04-01 17:40:53.126751,2
76,183,view,2026-04-12 17:40:53.126753,1
97,51,click,2026-03-27 17:40:53.126754,2
895,385,view,2026-03-29 17:40:53.126756,1
1076,334,view,2026-03-29 17:40:53.126757,1
1777,120,view,2026-04-21 17:40:53.126759,1
195,486,view,2026-04-15 17:40:53.126761,1
1629,203,view,2026-03-27 17:40:53.126763,1
405,327,view,2026-04-21 17:40:53.126765,1
764,455,click,2026-03-28 17:40:53.126766,2
624,70,view,2026-04-12 17:40:53.126768,1
773,442,view,2026-04-10 17:40:53.126769,1
283,335,add_to_cart,2026-04-14 17:40:53.126771,5
