user_id,product_id,event_type,timestamp,weight
1,516,view,2026-04-22 17:42:07.551337,1
1,433,click,2026-04-22 17:42:07.551605,2
1,590,add_to_cart,2026-04-22 17:42:07.551759,5
1,573,click,2026-04-22 17:42:07.551845,2
1,773,purchase,2026-04-22 17:42:07.552001,10
1,147,view,2026-04-22 17:42:07.552104,1
1,740,click,2026-04-22 17:42:07.552185,2
1,107,view,2026-04-22 17:42:07.552264,1
1,527,click,2026-04-22 17:42:07.552344,2
1,705,click,2026-04-22 17:42:07.552428,2
1,107,view,2026-04-22 17:42:07.552509,1
1,24,view,2026-04-22 17:42:07.552592,1
1,75,view,2026-04-22 17:42:07.552700,1
1,433,view,2026-04-22 17:42:07.556246,1
1,400,view,2026-04-22 17:42:07.556484,1
2,41,click,2026-04-22 17:42:07.562106,2
2,70,view,2026-04-22 17:42:07.562216,1
2,683,add_to_cart,2026-04-22 17:42:07.562345,5
2,342,view,2026-04-22 17:42:07.564726,1
2,781,view,2026-04-22 17:42:07.564881,1
2,725,click,2026-04-22 17:42:07.564981,2
2,765,view,2026-04-22 17:42:07.565075,1
2,30,view,2026-04-22 17:42:07.565174,1
2,643,view,2026-04-22 17:42:07.565263,1
2,563,click,2026-04-22 17:42:07.565355,2
2,638,click,2026-04-22 17:42:07.565448,2
2,70,add_to_cart,2026-04-22 17:42:07.565539,5
2,649,view,2026-04-22 17:42:07.565629,1
2,502,click,2026-04-22 17:42:07.565715,2
2,781,view,2026-04-22 17:42:07.565800,1
2,774,click,2026-04-22 17:42:07.565888,2
2,159,add_to_cart,2026-04-22 17:42:07.565973,5
3,741,click,2026-04-22 17:42:07.575277,2
3,195,add_to_cart,2026-04-22 17:42:07.575377,5
3,193,view,2026-04-22 17:42:07.575455,1
3,135,click,2026-04-22 17:42:07.575569,2
3,171,click,2026-04-22 17:42:07.575649,2
3,545,view,2026-04-22 17:42:07.575732,1
3,247,view,2026-04-22 17:42:07.575811,1
3,704,view,2026-04-22 17:42:07.576236,1
3,539,view,2026-04-22 17:42:07.576363,1
3,470,add_to_cart,2026-04-22 17:42:07.576475,5
3,127,view,2026-04-22 17:42:07.576576,1
3,662,click,2026-04-22 17:42:07.576669,2
4,755,purchase,2026-04-22 17:42:07.582973,10
4,196,add_to_cart,2026-04-22 17:42:07.583131,5
4,331,add_to_cart,2026-04-22 17:42:07.583207,5
4,556,view,2026-04-22 17:42:07.583280,1
4,602,click,2026-04-22 17:42:07.583348,2
4,128,click,2026-04-22 17:42:07.583416,2
4,687,view,2026-04-22 17:42:07.583484,1
4,568,view,2026-04-22 17:42:07.583554,1
4,259,view,2026-04-22 17:42:07.583621,1
4,484,view,2026-04-22 17:42:07.583692,1
4,439,click,2026-04-22 17:42:07.583822,2
4,587,view,2026-04-22 17:42:07.583895,1
4,515,view,2026-04-22 17:42:07.583962,1
4,8,view,2026-04-22 17:42:07.584250,1
4,687,view,2026-04-22 17:42:07.584810,1
5,41,view,2026-04-22 17:42:07.588430,1
5,562,view,2026-04-22 17:42:07.588521,1
5,660,click,2026-04-22 17:42:07.588587,2
5,450,purchase,2026-04-22 17:42:07.588647,10
5,371,click,2026-04-22 17:42:07.588707,2
5,526,click,2026-04-22 17:42:07.588801,2
5,572,view,2026-04-22 17:42:07.588870,1
5,697,click,2026-04-22 17:42:07.588930,2
5,65,view,2026-04-22 17:42:07.588992,1
5,23,purchase,2026-04-22 17:42:07.589059,10
5,358,click,2026-04-22 17:42:07.589125,2
5,85,view,2026-04-22 17:42:07.589194,1
5,297,view,2026-04-22 17:42:07.589279,1
6,101,add_to_cart,2026-04-22 17:42:07.591141,5
6,395,view,2026-04-22 17:42:07.591200,1
6,194,click,2026-04-22 17:42:07.591250,2
6,609,view,2026-04-22 17:42:07.591298,1
6,716,add_to_cart,2026-04-22 17:42:07.591347,5
6,311,view,2026-04-22 17:42:07.591400,1
6,680,view,2026-04-22 17:42:07.591447,1
6,453,view,2026-04-22 17:42:07.591495,1
6,270,view,2026-04-22 17:42:07.591543,1
6,542,view,2026-04-22 17:42:07.591618,1
6,475,add_to_cart,2026-04-22 17:42:07.591666,5
6,615,view,2026-04-22 17:42:07.591713,1
6,677,add_to_cart,2026-04-22 17:42:07.591785,5
6,427,view,2026-04-22 17:42:07.591833,1
7,72,view,2026-04-22 17:42:07.593458,1
7,59,click,2026-04-22 17:42:07.593527,2
7,63,add_to_cart,2026-04-22 17:42:07.593627,5
7,436,add_to_cart,2026-04-22 17:42:07.593690,5
7,530,view,2026-04-22 17:42:07.593750,1
7,186,click,2026-04-22 17:42:07.593808,2
7,420,click,2026-04-22 17:42:07.593866,2
7,628,view,2026-04-22 17:42:07.593946,1
7,761,click,2026-04-22 17:42:07.594078,2
7,314,add_to_cart,2026-04-22 17:42:07.594147,5
7,723,view,2026-04-22 17:42:07.594206,1
7,52,view,2026-04-22 17:42:07.594264,1
7,696,add_to_cart,2026-04-22 17:42:07.594352,5
7,327,view,2026-04-22 17:42:07.594411,1
7,152,add_to_cart,2026-04-22 17:42:07.594469,5
7,118,view,2026-04-22 17:42:07.594528,1
7,117,view,2026-04-22 17:42:07.594585,1
7,335,view,2026-04-22 17:42:07.594642,1
7,735,view,2026-04-22 17:42:07.594698,1
7,312,view,2026-04-22 17:42:07.594775,1
7,599,click,2026-04-22 17:42:07.594833,2
7,119,view,2026-04-22 17:42:07.594890,1
8,74,view,2026-04-22 17:42:07.596769,1
8,26,add_to_cart,2026-04-22 17:42:07.596845,5
8,33,add_to_cart,2026-04-22 17:42:07.596932,5
8,119,view,2026-04-22 17:42:07.596994,1
8,306,view,2026-04-22 17:42:07.597054,1
8,628,view,2026-04-22 17:42:07.597113,1
8,196,view,2026-04-22 17:42:07.597171,1
8,40,view,2026-04-22 17:42:07.597231,1
9,139,view,2026-04-22 17:42:07.600622,1
9,249,purchase,2026-04-22 17:42:07.600727,10
9,486,add_to_cart,2026-04-22 17:42:07.600791,5
9,540,view,2026-04-22 17:42:07.600870,1
9,691,view,2026-04-22 17:42:07.600949,1
9,351,add_to_cart,2026-04-22 17:42:07.601027,5
9,12,click,2026-04-22 17:42:07.601094,2
9,193,view,2026-04-22 17:42:07.601172,1
9,721,click,2026-04-22 17:42:07.601285,2
9,330,view,2026-04-22 17:42:07.601351,1
9,303,view,2026-04-22 17:42:07.601409,1
9,740,purchase,2026-04-22 17:42:07.601461,10
9,776,click,2026-04-22 17:42:07.601508,2
9,730,purchase,2026-04-22 17:42:07.601559,10
